contract_id,churn_original,churn_v4,churn_v5,churn_pm,desfecho_final,score_v4,score_v5,score_pm,faixa_5_v4,faixa_5_v5,faixa_5_pm,faixa_7_v4,faixa_7_v5,faixa_7_pm
08490e20-1957-11f0-8537-118481fdc30e-1,0,0,0,0,,498,433,465,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
08825700-a838-11f0-9749-57d2e7678573-1,1,1,1,1,saiu_de_vez,438,442,455,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
0905c4b0-1926-11f0-878d-19fb4da2e01e-1,0,0,0,0,,385,364,392,ALTO,ALTO,ALTO,ALTO,ALTO,ALTO
0a556120-a86b-11f0-a03c-630602d87c3c-1,1,1,1,1,saiu_de_vez,438,442,455,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
0aeff030-a92b-11f0-97f3-a1daeaa318cb-1,0,0,0,0,,543,486,510,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
0b24d020-1952-11f0-948c-71e4b3dd0b1a-2,0,0,0,0,,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
0b4808b0-8a7d-11ef-90da-f1d41fc346e3-3,0,0,0,0,,650,643,698,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO
0baa5de0-a82b-11f0-be11-51db253126d4-1,1,1,1,1,saiu_de_vez,605,562,623,BAIXO,MEDIO,BAIXO,BAIXO,MEDIO,BAIXO
0c7b9ba0-1954-11f0-96d0-1b26362c5e38-1,0,0,0,0,,597,610,695,MEDIO,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO
0ca9d830-a90a-11f0-bf51-9f7e5fa3e12e-1,0,0,0,0,,526,493,496,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
0d0f9f90-da2b-11ed-a6f8-f7c71bbd3702-3,1,0,0,0,voltou_pago,737,780,837,BAIXO,BAIXO,SEGURO,MUITO BAIXO,MUITO BAIXO,MUITO BAIXO
0d37d330-375b-11f1-97fa-c399faabb016-1,1,0,0,0,voltou_pago,462,432,443,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
0dd9cf10-a93e-11f0-a8af-e35b0048c9d5-1,0,0,0,0,,462,432,443,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
0df609d0-1958-11f0-96d0-1b26362c5e38-1,0,0,0,0,,446,349,374,MEDIO,ALTO,ALTO,MEDIO,ALTO,ALTO
0e9b2db0-a856-11f0-a4b3-0dbbdb4a3bbc-1,1,1,1,1,saiu_de_vez,525,452,472,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
0eef8080-a85c-11f0-85c3-ddf309ff6cc4-1,1,1,1,0,voltou_pago,517,459,568,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
0f693330-a8f2-11f0-8f75-1db6d6e4c643-1,0,0,0,0,,529,484,501,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
0f6d59a0-192e-11f0-9bec-3b0cff0bbcb9-1,0,0,0,0,,563,509,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
0fcf3250-dabb-11ed-80dc-ad308de93286-3,0,0,0,0,,409,435,440,MEDIO,MEDIO,MEDIO,ALTO,MEDIO,MEDIO
105deb50-a861-11f0-b3ed-ef98ba720071-1,1,1,1,1,saiu_de_vez,438,442,455,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
107f5d80-a947-11f0-b166-8d17bd4bf04c-1,0,0,0,0,,462,432,443,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
10a499c0-a93c-11f0-bb0c-49472f380b12-1,0,0,0,0,,573,521,548,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
10aa8400-196f-11f0-abce-9d8d44dbe759-1,0,0,0,0,,300,365,388,ALTO,ALTO,ALTO,ALTO,ALTO,ALTO
113d8360-a905-11f0-aadc-41d01f4a784e-1,0,0,0,0,,438,442,455,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
114a43b0-a8fc-11f0-b14a-d9facee23ba7-1,0,0,0,0,,538,526,510,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
11b8c840-1986-11f0-bcf0-fd290d7cccc4-1,0,0,0,0,,328,352,362,ALTO,ALTO,ALTO,ALTO,ALTO,ALTO
11c5b550-a838-11f0-913d-f5d0d49461c6-1,1,1,1,1,saiu_de_vez,565,505,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
1204e910-195d-11f0-83b3-8b44e765c47f-1,0,0,0,0,,495,412,456,MEDIO,MEDIO,MEDIO,MEDIO,ALTO,MEDIO
12488b00-a866-11f0-bf4d-2dcaca8123c4-1,1,1,1,1,saiu_de_vez,438,442,455,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
12beefd0-1995-11f0-9f5e-45aa21738b18-1,1,1,1,1,saiu_de_vez,569,483,577,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,BAIXO
133a3f00-a85b-11f0-954e-6ff288587cc2-1,1,1,1,0,voltou_pago,572,541,584,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,BAIXO
151bc120-a817-11f0-8c33-2dbd536af1ec-1,1,1,1,1,saiu_de_vez,462,432,443,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
15906a00-fa69-11ee-876c-55b6f0d5ce68-2,0,0,0,0,,409,406,413,MEDIO,MEDIO,MEDIO,ALTO,ALTO,ALTO
160a6a60-191e-11f0-bcef-5f3f393caf32-2,0,0,0,0,,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
17a82bd0-a82c-11f0-baab-038a9ae9296b-1,1,1,1,1,saiu_de_vez,528,454,467,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
17daea30-1956-11f0-9f2f-8137f867e1cd-1,0,0,0,0,,300,365,388,ALTO,ALTO,ALTO,ALTO,ALTO,ALTO
18068bf0-a88e-11f0-8ffb-57553168dd94-1,1,1,1,1,saiu_de_vez,506,471,483,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
18139130-18b8-11f0-91a4-71605e07cfb7-1,1,1,1,1,saiu_de_vez,509,387,544,MEDIO,ALTO,MEDIO,MEDIO,ALTO,MEDIO
186f7b00-a36c-11f0-81f5-fb99022c5974-1,1,1,1,1,saiu_de_vez,438,442,455,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
19181e30-a8ea-11f0-8f5b-b56eec2ca3be-1,0,0,0,0,,462,432,443,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
194011d0-dad2-11ed-99e3-4d33eaf10c4a-6,0,0,0,0,,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
1990d9f0-897f-11ef-a34c-f34f8ab1111b-3,1,1,1,0,voltou_pago,641,650,679,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO
199225d0-a90e-11f0-ba5e-c55b59785350-1,0,0,0,0,,543,430,446,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
19bc1c80-da0a-11ed-8128-87ef43e55693-3,1,1,1,1,saiu_de_vez,599,582,645,MEDIO,MEDIO,BAIXO,BAIXO,BAIXO,BAIXO
1a0dafe0-a939-11f0-a65e-d3eb496e0a53-1,0,0,0,0,,545,469,480,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
1a447330-1871-11f0-9bd2-332b391e4707-1,1,1,1,1,saiu_de_vez,545,430,463,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
1a637e50-f997-11ee-8ba7-edd9fea5b6ed-2,1,1,1,1,saiu_de_vez,628,663,733,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
1a88b900-193e-11f0-b13a-35c923d9bbbe-1,0,0,0,0,,532,547,644,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO,BAIXO
1aa82dc0-a81e-11f0-91c4-7150c3324601-1,1,1,1,0,voltou_pago,573,563,622,MEDIO,MEDIO,BAIXO,BAIXO,MEDIO,BAIXO
1af12690-dab9-11ed-9069-57dc4e6d8551-3,0,0,0,0,,409,435,440,MEDIO,MEDIO,MEDIO,ALTO,MEDIO,MEDIO
1b283ee0-a8fd-11f0-84fc-3f7990e9c185-1,0,0,0,0,,586,462,505,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
1cf72330-a894-11f0-9702-732f3b1b8820-1,0,0,0,0,,614,488,533,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
1d14f910-a910-11f0-960c-49b5207656e3-1,0,0,0,0,,766,632,780,BAIXO,BAIXO,BAIXO,MUITO BAIXO,BAIXO,MUITO BAIXO
1d5d18c0-fa67-11ee-bf2a-4de9da6c9013-2,0,0,0,0,,509,504,540,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
1df0deb0-a953-11f0-8888-892ca17b5f27-1,0,0,0,0,,627,548,588,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,BAIXO
1e710990-f992-11ee-908c-73b4e7f2823e-2,1,0,0,0,voltou_pago,650,670,750,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
1efa84d0-cebd-11ef-aafd-e98990a5a80d-1,1,1,1,1,,813,517,634,SEGURO,MEDIO,BAIXO,MUITO BAIXO,MEDIO,BAIXO
1f353280-a877-11f0-88e8-ed37f8f1c3ab-1,1,1,1,1,saiu_de_vez,571,553,593,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,BAIXO
1f8fdfc0-a8f2-11f0-8ae8-1bf30a654d52-1,0,0,0,0,,561,530,544,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2003dcd0-a92a-11f0-ba79-97dfadb1ca73-1,0,0,0,0,,462,432,443,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
20117780-f9b0-11ee-9a10-e17e778cfbeb-2,1,1,1,1,saiu_de_vez,536,592,635,MEDIO,MEDIO,BAIXO,MEDIO,BAIXO,BAIXO
202a6690-a838-11f0-88d0-e381d9bf4dc8-1,1,1,1,1,saiu_de_vez,552,422,456,MEDIO,MEDIO,MEDIO,MEDIO,ALTO,MEDIO
20f12ea0-a85c-11f0-b57a-2186e1e28dc2-1,1,1,1,1,saiu_de_vez,574,534,570,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
20f52100-a932-11f0-af1a-336c833e76fe-1,0,0,0,0,,598,553,605,MEDIO,MEDIO,BAIXO,BAIXO,MEDIO,BAIXO
213dce30-a83f-11f0-abd1-ef0b7092d2d6-1,1,1,1,1,saiu_de_vez,606,535,586,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,BAIXO
21a58da0-a924-11f0-bca0-f9d6e39d5b6a-1,0,0,0,0,,571,511,508,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
21c4f110-179b-11f0-bffa-79ae50eb4547-1,1,1,1,1,saiu_de_vez,462,376,429,MEDIO,ALTO,MEDIO,MEDIO,ALTO,ALTO
21d20820-1956-11f0-85f2-130ff16f49bd-2,0,0,0,0,,669,670,732,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
21dabc50-a901-11f0-840c-6da9015df649-1,0,0,0,0,,598,484,587,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,BAIXO
22f740c0-18b2-11f0-bbfe-49ab1309c32e-1,1,0,0,0,voltou_pago,508,366,401,MEDIO,ALTO,MEDIO,MEDIO,ALTO,ALTO
2331ab20-9d0f-11eb-9344-7d7142025bf4-5,0,0,0,0,,498,501,502,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2339caa0-6a97-11ee-9ab9-d5159c77ff32-5,0,0,0,0,,633,713,740,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
233c9d60-4bcc-11ed-8e38-5b49c9d19e0f-7,0,0,0,0,,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
235bf340-a83f-11f0-8df0-21353c910465-1,1,1,1,1,saiu_de_vez,574,498,528,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
236cdc60-daeb-11ed-b81d-f14493a9a266-3,0,0,0,0,,664,657,724,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
23728300-f993-11ee-aadf-673dc7128fe2-2,1,1,1,1,saiu_de_vez,409,435,440,MEDIO,MEDIO,MEDIO,ALTO,MEDIO,MEDIO
23e302f0-0c12-11f0-81b6-3dec29b78ea2-2,1,1,1,1,saiu_de_vez,861,759,833,SEGURO,BAIXO,SEGURO,SEGURO,MUITO BAIXO,MUITO BAIXO
240c7190-db08-11ed-9bb0-0d56de949271-3,0,0,0,0,,409,435,440,MEDIO,MEDIO,MEDIO,ALTO,MEDIO,MEDIO
248a4610-d9f5-11ed-9751-ff312bd86fd6-6,1,1,1,0,voltou_pago,685,705,778,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
24b93640-a924-11f0-9d4c-013ffac56a73-1,0,0,0,0,,497,430,441,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
24fc48b0-a832-11f0-bab8-2d4d17df00de-1,1,1,1,1,saiu_de_vez,489,475,442,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
25683cb0-f98c-11ee-b409-53be2b9e84d7-2,1,1,1,1,saiu_de_vez,409,435,440,MEDIO,MEDIO,MEDIO,ALTO,MEDIO,MEDIO
25d7cf90-196f-11f0-abce-9d8d44dbe759-1,0,0,0,0,,479,409,440,MEDIO,MEDIO,MEDIO,MEDIO,ALTO,MEDIO
25fcab90-a94c-11f0-91c5-697cce29fb81-1,0,0,0,0,,639,536,590,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,BAIXO
266ef030-a95e-11f0-9e6c-bd8bded4000b-1,1,1,1,1,saiu_de_vez,462,432,443,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
27e48390-a93a-11f0-ba4e-570cce3f91b6-1,0,0,0,0,,571,525,569,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2817a260-6a8b-11ee-9672-175429aa09a5-5,0,0,0,0,,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2967a080-9d5a-11f0-8e00-4d93bd1a38c5-1,1,1,1,1,saiu_de_vez,768,442,483,BAIXO,MEDIO,MEDIO,MUITO BAIXO,MEDIO,MEDIO
2984f7e0-1955-11f0-85f2-130ff16f49bd-1,0,0,0,0,,503,433,480,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2a2d9c60-a88e-11f0-8ffb-57553168dd94-1,1,1,1,1,saiu_de_vez,591,501,521,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
2b3e1e70-a840-11f0-966a-8f89369a8375-1,1,1,1,0,voltou_pago,586,544,570,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
2b81e720-1896-11f0-bf5a-179988803270-1,1,1,1,0,voltou_pago,531,397,462,MEDIO,ALTO,MEDIO,MEDIO,ALTO,MEDIO
2b8709c0-8a58-11ef-8eba-a37dff45e219-3,0,0,0,0,,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2b937450-dad0-11ed-915a-053242da4836-3,0,0,0,0,,744,764,831,BAIXO,BAIXO,SEGURO,MUITO BAIXO,MUITO BAIXO,MUITO BAIXO
2b9cf880-a90a-11f0-9e2e-a31a432b5ded-1,0,0,0,0,,438,442,455,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2ba09050-a86d-11f0-8531-d98b17ea861b-1,1,1,1,1,saiu_de_vez,555,466,505,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2be715b0-1953-11f0-85c5-b5aeded3cc6e-1,0,0,0,0,,328,352,362,ALTO,ALTO,ALTO,ALTO,ALTO,ALTO
2bf647a0-a900-11f0-8a1f-651d86bf78dc-1,0,0,0,0,,438,442,455,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2c259040-dad2-11ed-99e3-4d33eaf10c4a-3,0,0,0,0,,661,651,737,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
2c417290-97ba-11eb-bf06-952ed457b660-5,1,0,0,0,voltou_pago,572,745,792,MEDIO,BAIXO,BAIXO,BAIXO,MUITO BAIXO,MUITO BAIXO
2c57f800-a8f2-11f0-8115-d1c6f37164cb-1,0,0,0,0,,534,476,484,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2c82d990-a8e7-11f0-97cd-af4ef94f5ee6-1,0,0,0,0,,545,502,571,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2dd563e0-a92c-11f0-a1f4-03ec2df345f7-1,1,1,1,1,saiu_de_vez,535,418,449,MEDIO,MEDIO,MEDIO,MEDIO,ALTO,MEDIO
2dea3010-69df-11ee-bf69-b78291e9546a-5,1,1,1,1,saiu_de_vez,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2e84e790-a899-11f0-8042-fb9785e75708-1,1,1,1,0,voltou_pago,532,488,523,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2f07f160-4c14-11ed-9528-f7611911e7b1-7,0,0,0,0,,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
2faa5400-da3f-11ed-9bb7-c5e1ad24ef6b-3,1,1,1,1,saiu_de_vez,409,435,440,MEDIO,MEDIO,MEDIO,ALTO,MEDIO,MEDIO
2fb58d70-1890-11f0-b463-bde8e775ca9c-1,1,1,1,0,voltou_pago,588,539,620,MEDIO,MEDIO,BAIXO,BAIXO,MEDIO,BAIXO
3001f7b0-f996-11ee-9773-537418134b69-2,1,1,1,1,saiu_de_vez,645,651,687,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO
300f10b0-f98e-11ee-8d83-39d9b36d5fca-4,1,1,1,1,saiu_de_vez,656,669,701,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO
306fbcd0-192c-11f0-9bec-3b0cff0bbcb9-1,0,0,0,0,,489,434,481,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
30df4970-4c14-11ed-9528-f7611911e7b1-7,0,0,0,0,,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
310b78f0-a879-11f0-81a8-0d78aedeacd1-1,1,1,1,1,saiu_de_vez,462,432,443,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
310d6790-18d8-11f0-b228-8f27236b13d8-1,1,1,1,1,saiu_de_vez,498,389,427,MEDIO,ALTO,MEDIO,MEDIO,ALTO,ALTO
31452480-1948-11f0-962d-87a81a08b896-1,0,0,0,0,,586,547,614,MEDIO,MEDIO,BAIXO,BAIXO,MEDIO,BAIXO
31a9b560-a824-11f0-b57c-a3f95b0a4f2a-1,1,1,1,1,saiu_de_vez,525,551,564,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
31ed7050-a880-11f0-aa3a-7bb59d5d807c-1,1,1,1,1,saiu_de_vez,555,434,450,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
31faf2c0-a85d-11f0-a333-dd3eebfd6eb7-1,1,1,1,1,saiu_de_vez,576,528,608,MEDIO,MEDIO,BAIXO,BAIXO,MEDIO,BAIXO
31fc7d20-db0a-11ed-9c7f-5d8217d81357-6,0,0,0,0,,640,632,661,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO
3238d750-a927-11f0-a0e1-9f649f8af80a-1,0,0,0,0,,581,474,536,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
32595150-faab-11ee-9333-b1123c008cea-2,0,0,0,0,,409,406,413,MEDIO,MEDIO,MEDIO,ALTO,ALTO,ALTO
32c39ab0-a8f1-11f0-83db-63f849c88870-1,0,0,0,0,,438,442,455,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
32ccc100-196b-11f0-947a-cd1669c74c05-1,0,0,0,0,,413,381,399,MEDIO,ALTO,ALTO,ALTO,ALTO,ALTO
3333cba0-dabd-11ed-a2f0-8384a2482357-3,0,0,0,0,,409,406,413,MEDIO,MEDIO,MEDIO,ALTO,ALTO,ALTO
34358460-189d-11f0-9c85-e975cdc1a05c-1,1,1,1,1,saiu_de_vez,612,497,573,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,BAIXO
34567c70-a901-11f0-9c7a-e994cc10360a-1,1,1,1,1,saiu_de_vez,539,460,469,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
36373d30-1960-11f0-b437-6bc9178ec13f-2,0,0,0,0,,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
3641c880-a93f-11f0-91d9-856d39fb46ce-1,0,0,0,0,,575,604,676,MEDIO,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO
36a9b010-194a-11f0-bc0f-bde074b26944-2,0,0,0,0,,543,559,552,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
36b1c4d0-a8f1-11f0-9bfe-bfe35a67aa43-1,0,0,0,0,,501,452,460,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
36b6f3c0-18cc-11f0-9792-e18753383123-1,1,1,1,1,saiu_de_vez,508,366,401,MEDIO,ALTO,MEDIO,MEDIO,ALTO,ALTO
36d0af30-dac2-11ed-9c7b-3d3f0ab9b353-3,0,0,0,0,,674,691,803,BAIXO,BAIXO,SEGURO,BAIXO,BAIXO,MUITO BAIXO
36fc37b0-195c-11f0-a8db-a9807cec4761-1,0,0,0,0,,328,352,362,ALTO,ALTO,ALTO,ALTO,ALTO,ALTO
38268e10-a93f-11f0-b51f-095bd8860a71-1,0,0,0,0,,583,541,571,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
384f7a40-186d-11f0-9bd2-332b391e4707-1,1,1,1,1,saiu_de_vez,578,525,636,MEDIO,MEDIO,BAIXO,BAIXO,MEDIO,BAIXO
3889b200-a855-11f0-af76-0361e1ab9649-1,1,1,1,1,saiu_de_vez,576,531,574,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,BAIXO
38b9ce90-a959-11f0-995d-49baa570e381-1,0,0,0,0,,608,597,684,BAIXO,MEDIO,BAIXO,BAIXO,BAIXO,BAIXO
38cd8a70-189a-11f0-854b-57f1030da7e5-1,1,1,1,1,saiu_de_vez,433,368,389,MEDIO,ALTO,ALTO,MEDIO,ALTO,ALTO
395f6010-181f-11f0-88bc-2f581a32470b-1,1,0,0,0,voltou_pago,300,365,388,ALTO,ALTO,ALTO,ALTO,ALTO,ALTO
39ab2180-1950-11f0-85f2-130ff16f49bd-1,0,0,0,0,,426,373,380,MEDIO,ALTO,ALTO,ALTO,ALTO,ALTO
3a23fc10-1881-11f0-b98c-fd20e619f734-1,1,1,1,0,voltou_pago,546,509,561,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
3a2be6f0-a86e-11f0-af50-9d35f4004f44-1,1,1,1,1,saiu_de_vez,438,442,455,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
3a8022e0-a2ae-11ef-adcd-e7e9300fe7b0-3,1,1,1,1,saiu_de_vez,599,588,626,MEDIO,MEDIO,BAIXO,BAIXO,BAIXO,BAIXO
3a9f4d10-a49b-11f0-afe3-4f25f890b5b9-1,1,1,1,1,saiu_de_vez,580,545,535,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
3af015e0-1956-11f0-98b7-9daafe154908-1,0,0,0,0,,465,402,426,MEDIO,MEDIO,MEDIO,MEDIO,ALTO,ALTO
3b1bd910-a91a-11f0-846f-b91248d87b6e-1,0,0,0,0,,568,486,519,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
3b4810a0-a903-11f0-8e7a-3b0754c482d9-1,0,0,0,0,,576,504,517,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
3be23d10-a48a-11f0-b009-351b1b3b6350-1,1,1,1,1,saiu_de_vez,620,582,634,BAIXO,MEDIO,BAIXO,BAIXO,BAIXO,BAIXO
3c407ca0-a84e-11f0-aa87-4f3855e80f19-1,1,1,1,1,saiu_de_vez,604,515,511,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
3c596e30-8a2d-11ef-8f73-6fdd9083e2bf-3,0,0,0,0,,671,629,703,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO
3ca56f00-a909-11f0-b739-e98ac7c71e4b-1,0,0,0,0,,538,526,510,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
3ce0c1c0-a8f2-11f0-aa97-b1a176d9b9be-1,0,0,0,0,,570,494,515,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
3d465a00-a8f5-11f0-967d-7509e1351b6c-1,0,0,0,0,,576,481,500,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
3da39440-a83c-11f0-a776-e1ca29c032d1-1,1,0,0,0,voltou_pago,547,487,487,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
3daf4ae0-186f-11f0-96fe-e999c7cdee2b-1,1,1,1,1,saiu_de_vez,534,491,567,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
3df7d2f0-a835-11f0-b6bc-4742809165be-1,1,1,1,1,saiu_de_vez,583,458,538,MEDIO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
3e4ea150-a83c-11f0-a193-f16b886fb806-1,1,1,1,1,saiu_de_vez,546,359,589,MEDIO,ALTO,MEDIO,MEDIO,ALTO,BAIXO
3e78f450-a8fa-11f0-b7b8-879976ea306a-1,0,0,0,0,,462,432,443,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO,MEDIO
3ee44640-1860-11f0-9720-65fc34aef40c-2,1,1,1,1,saiu_de_vez,650,669,732,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
3efc8860-a89b-11f0-be7c-1fce00cdba46-1,0,0,0,0,,612,535,557,BAIXO,MEDIO,MEDIO,BAIXO,MEDIO,MEDIO
3f45be30-18c3-11f0-91a4-71605e07cfb7-1,1,1,1,1,saiu_de_vez,527,418,438,MEDIO,MEDIO,MEDIO,MEDIO,ALTO,MEDIO
3f588c10-1885-11f0-ba32-5d53b64ec195-1,1,1,1,1,saiu_de_vez,328,352,362,ALTO,ALTO,ALTO,ALTO,ALTO,ALTO
3ffaa3d0-a861-11f0-81f0-75c0dd7298aa-1,1,1,1,1,saiu_de_vez,611,575,581,BAIXO,MEDIO,MEDIO,BAIXO,BAIXO,BAIXO
40990180-04e0-11f0-976d-a34e5cb546d5-2,1,1,1,1,saiu_de_vez,567,424,423,MEDIO,MEDIO,MEDIO,MEDIO,ALTO,ALTO
41b8b1d0-a901-11f0-9c7a-e994cc10360a-1,1,1,1,1,saiu_de_vez,648,596,726,BAIXO,MEDIO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
421ea2d0-fa91-11ee-b55a-6b0477dde32d-2,0,0,0,0,,667,680,756,BAIXO,BAIXO,BAIXO,BAIXO,BAIXO,MUITO BAIXO
